T;Ax;Ay;Az;CLASS
30550.00;2.00;-0.33;-0.94;Positive
30600.00;0.74;-0.08;0.04;Positive
30650.00;0.70;-0.30;0.08;Positive
30700.00;1.37;-0.36;-0.24;Positive
30750.00;1.12;-0.26;-0.08;Positive
30800.00;0.90;-0.27;0.07;Positive
30850.00;0.41;-0.14;0.34;Positive
30900.00;-0.13;-0.22;0.46;Positive
30950.00;-0.99;-0.17;0.63;Positive
31000.00;-1.32;-0.12;1.01;Positive
31050.00;-1.17;-0.09;1.00;Positive
31100.00;-0.50;-0.19;0.65;Positive
31150.00;-0.46;-0.14;0.70;Positive
31200.00;-0.71;-0.10;0.80;Positive
31250.00;-0.63;-0.11;0.76;Positive
31300.00;-0.57;-0.19;0.76;Positive
31350.00;-0.63;-0.14;0.82;Positive
31400.00;-0.62;-0.13;0.82;Positive
31450.00;-0.60;-0.14;0.78;Positive
31500.00;-0.62;-0.14;0.80;Positive
31550.00;-0.68;-0.14;0.83;Positive
31600.00;-0.77;-0.16;0.94;Positive
31650.00;-0.73;-0.14;1.00;Positive
31700.00;-0.73;-0.19;0.96;Positive
31750.00;-0.61;-0.13;0.73;Positive
31800.00;0.31;-0.20;-0.30;Positive
31850.00;1.40;-0.31;-0.77;Positive
31900.00;1.64;-0.38;-0.57;Positive
31950.00;0.52;-0.04;0.12;Positive
32000.00;1.18;-0.21;-0.19;Positive
32050.00;1.13;-0.28;-0.16;Positive
32100.00;0.99;-0.20;0.02;Positive
32150.00;0.76;-0.20;0.24;Positive
32200.00;0.38;-0.18;0.39;Positive
32250.00;-0.41;-0.16;0.57;Positive
32300.00;-1.05;-0.10;0.71;Positive
32350.00;-1.48;-0.03;1.16;Positive
32400.00;-0.81;-0.06;0.86;Positive
32450.00;-0.36;-0.15;0.67;Positive
32500.00;-0.57;-0.10;0.77;Positive
32550.00;-0.67;-0.06;0.82;Positive
32600.00;-0.63;-0.10;0.79;Positive
32650.00;-0.58;-0.09;0.80;Positive
32700.00;-0.57;-0.10;0.83;Positive
32750.00;-0.81;-0.03;0.96;Positive
32800.00;-0.65;-0.09;0.95;Positive
32850.00;-0.74;-0.06;1.08;Positive
32900.00;-0.48;-0.14;0.85;Positive
32950.00;-0.16;-0.11;0.41;Positive
33000.00;0.23;-0.20;-0.30;Positive
33050.00;2.00;-0.30;-1.03;Positive
33100.00;1.04;-0.09;0.00;Positive
33150.00;0.47;-0.18;0.15;Positive
33200.00;1.32;-0.20;-0.17;Positive
33250.00;1.16;-0.22;-0.09;Positive
33300.00;1.05;-0.21;0.08;Positive
33350.00;0.81;-0.18;0.23;Positive
33400.00;0.46;-0.12;0.31;Positive
33450.00;-0.52;-0.18;0.48;Positive
33500.00;-1.34;-0.06;0.99;Positive
33550.00;-1.16;0.03;1.15;Positive
33600.00;-0.50;-0.09;0.79;Positive
33650.00;-0.29;-0.11;0.72;Positive
33700.00;-0.56;-0.04;0.87;Positive
33750.00;-0.60;-0.06;0.88;Positive
33800.00;-0.50;-0.08;0.84;Positive
33850.00;-0.53;-0.09;0.89;Positive
33900.00;-0.55;-0.09;0.91;Positive
33950.00;-0.50;-0.09;0.88;Positive
34000.00;-0.49;-0.07;0.87;Positive
34050.00;-0.53;-0.07;0.87;Positive
34100.00;-0.53;-0.09;0.88;Positive
34150.00;-0.60;-0.09;0.94;Positive
34200.00;-0.56;-0.09;0.94;Positive
34250.00;-0.66;-0.05;1.08;Positive
34300.00;-0.68;-0.10;1.10;Positive
34350.00;-0.58;-0.09;0.51;Positive
34400.00;0.35;-0.14;-0.58;Positive
34450.00;2.00;-0.45;-1.35;Positive
34500.00;0.61;0.22;0.24;Positive
34550.00;0.64;-0.23;-0.02;Positive
34600.00;1.32;-0.18;-0.26;Positive
34650.00;1.07;-0.12;-0.06;Positive
34700.00;1.07;-0.17;0.05;Positive
34750.00;0.72;-0.04;0.35;Positive
34800.00;0.41;-0.17;0.40;Positive
34850.00;-0.35;-0.19;0.30;Positive
34900.00;-1.16;-0.11;0.85;Positive
34950.00;-1.47;-0.09;1.20;Positive
35000.00;-0.63;-0.15;0.84;Positive
35050.00;-0.21;-0.20;0.73;Positive
35100.00;-0.50;-0.14;0.86;Positive
35150.00;-0.62;-0.13;0.91;Positive
35200.00;-0.55;-0.13;0.86;Positive
35250.00;-0.46;-0.10;0.83;Positive
35300.00;-0.50;-0.14;0.87;Positive
35350.00;-0.51;-0.14;0.87;Positive
35400.00;-0.45;-0.09;0.89;Positive
35450.00;-0.50;-0.12;0.90;Positive
35500.00;-0.51;-0.11;0.89;Positive
35550.00;-0.50;-0.12;0.90;Positive
35600.00;-0.49;-0.11;0.87;Positive
35650.00;-0.59;-0.10;0.99;Positive
35700.00;-0.55;-0.11;0.95;Positive
35750.00;-0.75;-0.01;1.14;Positive
35800.00;-0.76;-0.08;1.00;Positive
35850.00;0.08;-0.11;0.14;Positive
35900.00;1.79;-0.32;-0.88;Positive
35950.00;1.61;-0.18;-0.25;Positive
36000.00;0.39;-0.01;0.32;Positive
36050.00;1.37;-0.17;-0.18;Positive
36100.00;1.11;-0.25;-0.06;Positive
36150.00;0.90;-0.16;0.15;Positive
36200.00;0.42;-0.11;0.39;Positive
36250.00;-0.29;-0.10;0.83;Positive
36300.00;-0.74;0.00;1.07;Positive
36350.00;-0.68;0.04;1.17;Positive
36400.00;-0.44;-0.04;0.97;Positive
36450.00;-0.28;-0.04;0.91;Positive
36500.00;-0.31;-0.02;0.94;Positive
36550.00;-0.33;-0.02;0.95;Positive
36600.00;-0.32;-0.05;0.97;Positive
36650.00;-0.32;-0.05;0.95;Positive
36700.00;-0.33;-0.05;0.96;Positive
36750.00;-0.32;-0.04;0.96;Positive
36800.00;-0.38;-0.03;0.98;Positive
36850.00;-0.55;0.04;1.15;Positive
36900.00;-0.50;-0.03;1.20;Positive
36950.00;-0.10;-0.10;0.78;Positive
37000.00;-0.33;-0.03;0.35;Positive
37050.00;1.09;-0.28;-1.15;Positive
37100.00;1.96;-0.24;-0.86;Positive
37150.00;0.30;-0.14;0.21;Positive
37200.00;1.35;-0.15;-0.29;Positive
37250.00;0.93;-0.17;-0.00;Positive
37300.00;1.05;-0.21;-0.07;Positive
37350.00;1.15;-0.21;-0.06;Positive
37400.00;0.89;-0.17;0.10;Positive
37450.00;0.23;-0.19;0.44;Positive
37500.00;-0.34;0.02;0.85;Positive
37550.00;-0.92;0.06;1.19;Positive
37600.00;-0.73;0.13;1.11;Positive
37650.00;-0.37;0.01;0.87;Positive
37700.00;-0.35;-0.03;0.89;Positive
37750.00;-0.49;0.04;0.95;Positive
37800.00;-0.40;0.01;0.90;Positive
37850.00;-0.61;0.02;1.24;Positive
37900.00;-0.52;-0.06;1.11;Positive
37950.00;-0.13;-0.07;1.01;Positive
38000.00;-0.25;-0.16;0.51;Positive
38050.00;0.35;-0.11;0.20;Positive
38100.00;1.29;-0.11;-0.68;Positive
38150.00;1.82;-0.46;-0.75;Positive
38200.00;0.31;0.01;0.12;Positive
38250.00;1.26;-0.18;-0.25;Positive
38300.00;0.89;-0.13;-0.08;Positive
38350.00;0.97;-0.21;-0.08;Positive
38400.00;1.07;-0.22;-0.10;Positive
38450.00;1.06;-0.23;-0.07;Positive
38500.00;1.10;-0.21;0.02;Positive
38550.00;1.06;-0.21;0.06;Positive
38600.00;0.66;-0.07;0.38;Positive
38650.00;0.24;-0.16;0.53;Positive
38700.00;-0.38;-0.15;0.72;Positive
38750.00;-1.11;-0.12;1.01;Positive
38800.00;-1.12;-0.02;1.14;Positive
38850.00;-0.56;-0.11;0.83;Positive
38900.00;-0.36;-0.09;0.74;Positive
38950.00;-0.49;-0.07;0.87;Positive
39000.00;-0.53;-0.07;0.89;Positive
39050.00;-0.48;-0.09;0.86;Positive
39100.00;-0.52;-0.09;0.91;Positive
39150.00;-0.50;-0.08;0.90;Positive
39200.00;-0.46;-0.08;0.87;Positive
39250.00;-0.54;-0.08;0.94;Positive
39300.00;-0.65;-0.06;1.04;Positive
39350.00;-0.62;-0.08;1.11;Positive
39400.00;-0.36;-0.12;0.83;Positive
39450.00;-0.20;0.01;0.90;Positive
39500.00;0.08;-0.27;0.28;Positive
39550.00;0.77;-0.11;-0.63;Positive
39600.00;2.00;-0.34;-1.09;Positive
39650.00;0.62;0.03;0.15;Positive
39700.00;0.63;-0.12;0.07;Positive
39750.00;1.45;-0.21;-0.30;Positive
39800.00;1.17;-0.13;-0.12;Positive
39850.00;0.81;-0.13;0.08;Positive
39900.00;0.51;-0.10;0.31;Positive
39950.00;-0.46;-0.27;0.47;Positive
40000.00;-1.07;-0.14;0.95;Positive
40050.00;-1.13;-0.05;1.19;Positive
40100.00;-0.54;-0.17;0.89;Positive
40150.00;-0.28;-0.18;0.78;Positive
40200.00;-0.46;-0.12;0.88;Positive
40250.00;-0.52;-0.14;0.89;Positive
40300.00;-0.46;-0.14;0.89;Positive
40350.00;-0.47;-0.15;0.87;Positive
40400.00;-0.51;-0.16;0.92;Positive
40450.00;-0.46;-0.15;0.88;Positive
40500.00;-0.47;-0.15;0.89;Positive
40550.00;-0.67;-0.13;1.04;Positive
40600.00;-0.82;-0.13;1.16;Positive
40650.00;-0.75;-0.15;0.99;Positive
40700.00;-0.55;-0.13;0.38;Positive
40750.00;0.37;-0.03;-1.03;Positive
40800.00;2.00;-0.51;-1.75;Positive
40850.00;0.73;0.37;0.17;Positive
40900.00;0.65;-0.30;-0.15;Positive
40950.00;1.51;-0.18;-0.30;Positive
41000.00;1.18;-0.07;-0.22;Positive
41050.00;0.67;-0.06;0.14;Positive
41100.00;0.30;-0.20;0.37;Positive
41150.00;-0.68;-0.22;0.60;Positive
41200.00;-1.07;-0.15;1.00;Positive
41250.00;-1.17;-0.14;1.16;Positive
41300.00;-0.38;-0.20;0.82;Positive
41350.00;-0.26;-0.20;0.79;Positive
41400.00;-0.53;-0.18;0.88;Positive
41450.00;-0.54;-0.17;0.90;Positive
41500.00;-0.47;-0.18;0.86;Positive
41550.00;-0.44;-0.20;0.85;Positive
41600.00;-0.51;-0.20;0.89;Positive
41650.00;-0.51;-0.21;0.89;Positive
41700.00;-0.48;-0.18;0.88;Positive
41750.00;-0.53;-0.17;0.89;Positive
41800.00;-0.59;-0.15;0.95;Positive
41850.00;-0.77;-0.16;1.08;Positive
41900.00;-0.72;-0.18;1.09;Positive
41950.00;-0.24;-0.22;0.31;Positive
42000.00;0.48;-0.08;-0.47;Positive
42050.00;1.70;-0.37;-1.15;Positive
42100.00;1.12;-0.02;0.09;Positive
42150.00;0.61;-0.10;0.11;Positive
42200.00;1.27;-0.20;-0.15;Positive
42250.00;1.16;-0.17;-0.11;Positive
42300.00;1.08;-0.15;-0.05;Positive
42350.00;0.88;-0.12;0.17;Positive
42400.00;0.47;-0.16;0.40;Positive
42450.00;-0.20;-0.26;0.68;Positive
42500.00;-0.62;-0.15;0.86;Positive
42550.00;-0.84;-0.11;1.01;Positive
42600.00;-0.81;-0.11;0.92;Positive
42650.00;-0.77;-0.09;0.87;Positive
42700.00;-0.61;-0.12;0.77;Positive
42750.00;-0.56;-0.10;0.79;Positive
42800.00;-0.62;-0.12;0.79;Positive
42850.00;-0.62;-0.14;0.82;Positive
42900.00;-0.59;-0.14;0.84;Positive
42950.00;-0.59;-0.15;0.82;Positive
43000.00;-0.65;-0.14;0.86;Positive
43050.00;-0.89;-0.07;1.04;Positive
43100.00;-0.67;-0.08;1.04;Positive
43150.00;-0.34;-0.18;0.89;Positive
43200.00;-0.33;-0.15;0.79;Positive
43250.00;0.08;-0.09;-0.07;Positive
43300.00;1.61;-0.24;-1.14;Positive
43350.00;1.95;-0.08;-0.65;Positive
43400.00;0.16;-0.00;0.15;Positive
43450.00;1.44;-0.12;-0.23;Positive
43500.00;1.30;-0.15;-0.23;Positive
43550.00;0.94;-0.12;0.02;Positive
43600.00;0.61;-0.07;0.22;Positive
43650.00;0.03;-0.21;0.40;Positive
43700.00;-0.55;-0.22;0.47;Positive
43750.00;-1.31;-0.16;1.14;Positive
43800.00;-0.92;-0.07;1.07;Positive
43850.00;-0.29;-0.22;0.78;Positive
43900.00;-0.27;-0.18;0.83;Positive
43950.00;-0.59;-0.15;0.92;Positive
44000.00;-0.56;-0.16;0.91;Positive
44050.00;-0.40;-0.16;0.85;Positive
44100.00;-0.39;-0.15;0.89;Positive
44150.00;-0.51;-0.19;0.92;Positive
44200.00;-0.56;-0.16;0.97;Positive
44250.00;-0.67;-0.16;1.02;Positive
44300.00;-0.78;-0.15;1.13;Positive
44350.00;-0.42;-0.18;0.55;Positive
44400.00;0.10;-0.08;-0.36;Positive
44450.00;1.59;-0.27;-0.95;Positive
44500.00;1.71;-0.15;-0.67;Positive
44550.00;0.47;-0.06;0.11;Positive
44600.00;1.21;-0.19;-0.20;Positive
44650.00;1.00;-0.17;-0.07;Positive
44700.00;0.92;-0.16;0.00;Positive
44750.00;1.17;-0.16;-0.16;Positive
44800.00;1.20;-0.17;-0.14;Positive
44850.00;1.11;-0.16;-0.04;Positive
44900.00;0.74;-0.10;0.11;Positive
44950.00;-0.06;-0.17;0.27;Positive
45000.00;-0.83;-0.10;0.43;Positive
45050.00;-1.66;-0.05;1.12;Positive
45100.00;-0.95;-0.06;0.86;Positive
45150.00;-0.38;-0.17;0.65;Positive
45200.00;-0.55;-0.12;0.73;Positive
45250.00;-0.72;-0.07;0.81;Positive
45300.00;-0.66;-0.09;0.77;Positive
45350.00;-0.59;-0.12;0.78;Positive
45400.00;-0.65;-0.13;0.81;Positive
45450.00;-0.63;-0.13;0.83;Positive
45500.00;-0.70;-0.09;0.86;Positive
45550.00;-0.85;-0.06;0.96;Positive
45600.00;-0.98;-0.07;0.97;Positive
45650.00;-0.60;-0.08;0.86;Positive
45700.00;-0.37;-0.09;-0.09;Positive
45750.00;1.35;-0.08;-1.09;Positive
45800.00;2.00;-0.29;-1.17;Positive
45850.00;0.26;0.14;0.26;Positive
45900.00;0.96;-0.27;-0.09;Positive
45950.00;1.41;-0.26;-0.17;Positive
46000.00;1.06;-0.14;-0.07;Positive
46050.00;0.75;-0.07;0.13;Positive
46100.00;0.18;-0.12;0.12;Positive
46150.00;-0.86;-0.22;0.41;Positive
46200.00;-1.54;-0.24;1.09;Positive
46250.00;-1.16;-0.21;1.14;Positive
46300.00;-0.35;-0.23;0.74;Positive
46350.00;-0.27;-0.25;0.71;Positive
46400.00;-0.54;-0.16;0.85;Positive
46450.00;-0.70;-0.16;0.86;Positive
46500.00;-0.52;-0.18;0.82;Positive
46550.00;-0.47;-0.17;0.83;Positive
46600.00;-0.60;-0.21;0.84;Positive
46650.00;-0.54;-0.19;0.88;Positive
46700.00;-0.54;-0.20;0.83;Positive
46750.00;-0.65;-0.17;0.93;Positive
46800.00;-0.69;-0.17;0.99;Positive
46850.00;-0.73;-0.18;1.08;Positive
46900.00;-0.48;-0.21;1.05;Positive
46950.00;-0.50;-0.17;0.18;Positive
47000.00;0.81;-0.03;-1.03;Positive
47050.00;2.00;-0.29;-0.91;Positive
47100.00;0.73;0.03;0.29;Positive
47150.00;0.54;-0.15;0.19;Positive
47200.00;1.50;-0.22;-0.27;Positive
47250.00;1.29;-0.20;-0.13;Positive
47300.00;0.92;-0.19;-0.16;Positive
47350.00;0.03;0.01;0.19;Positive
47400.00;-0.96;-0.23;0.56;Positive
47450.00;-1.44;-0.16;1.18;Positive
47500.00;-0.96;-0.09;1.08;Positive
47550.00;-0.27;-0.21;0.77;Positive
47600.00;-0.24;-0.16;0.80;Positive
47650.00;-0.52;-0.13;0.89;Positive
47700.00;-0.55;-0.14;0.92;Positive
47750.00;-0.37;-0.16;0.86;Positive
47800.00;-0.44;-0.15;0.92;Positive
47850.00;-0.49;-0.16;0.93;Positive
47900.00;-0.43;-0.16;0.87;Positive
47950.00;-0.48;-0.13;0.93;Positive
48000.00;-0.73;-0.12;1.10;Positive
48050.00;-0.81;-0.17;1.22;Positive
48100.00;-0.14;-0.20;0.65;Positive
48150.00;-0.06;-0.08;-0.03;Positive
48200.00;1.19;-0.14;-0.66;Positive
48250.00;2.00;-0.23;-0.87;Positive
48300.00;0.44;0.09;0.11;Positive
48350.00;1.06;-0.18;-0.13;Positive
48400.00;1.25;-0.18;-0.19;Positive
48450.00;1.16;-0.11;-0.09;Positive
48500.00;0.85;-0.11;0.13;Positive
48550.00;0.46;-0.09;0.32;Positive
48600.00;-0.28;-0.19;0.62;Positive
48650.00;-0.78;-0.09;1.06;Positive
48700.00;-1.18;-0.10;1.21;Positive
48750.00;-0.54;-0.14;0.95;Positive
48800.00;-0.13;-0.21;0.81;Positive
48850.00;-0.32;-0.15;0.91;Positive
48900.00;-0.49;-0.13;0.97;Positive
48950.00;-0.41;-0.15;0.90;Positive
49000.00;-0.38;-0.14;0.92;Positive
49050.00;-0.41;-0.13;0.94;Positive
49100.00;-0.42;-0.14;0.94;Positive
49150.00;-0.59;-0.12;1.13;Positive
49200.00;-0.61;-0.17;1.15;Positive
49250.00;-0.78;-0.15;0.92;Positive
49300.00;0.12;-0.13;0.02;Positive
49350.00;1.21;-0.14;-0.40;Positive
49400.00;1.78;-0.23;-0.74;Positive
49450.00;0.71;0.06;0.05;Positive
49500.00;0.88;-0.09;-0.09;Positive
49550.00;1.15;-0.17;-0.12;Positive
49600.00;0.97;-0.14;-0.02;Positive
49650.00;1.20;-0.16;-0.06;Positive
49700.00;1.11;-0.13;0.03;Positive
49750.00;0.68;-0.05;0.26;Positive
49800.00;0.10;-0.14;0.58;Positive
49850.00;-0.63;-0.31;1.17;Positive
49900.00;-0.88;-0.18;1.11;Positive
49950.00;-0.73;-0.09;1.10;Positive
50000.00;-0.41;-0.17;0.92;Positive
50050.00;-0.32;-0.13;0.87;Positive
50100.00;-0.42;-0.12;0.91;Positive
50150.00;-0.41;-0.12;0.92;Positive
50200.00;-0.39;-0.13;0.93;Positive
50250.00;-0.41;-0.13;0.92;Positive
50300.00;-0.41;-0.15;0.94;Positive
50350.00;-0.39;-0.16;0.93;Positive
50400.00;-0.45;-0.13;0.97;Positive
50450.00;-0.61;-0.13;1.06;Positive
50500.00;-0.59;-0.12;1.15;Positive
50550.00;-0.48;-0.17;1.01;Positive
50600.00;-0.16;-0.15;0.27;Positive
50650.00;0.73;0.08;-0.78;Positive
50700.00;2.00;-0.29;-1.15;Positive
50750.00;0.74;0.22;0.51;Positive
50800.00;0.58;-0.13;0.03;Positive
50850.00;1.39;-0.15;-0.19;Positive
50900.00;1.00;-0.07;0.02;Positive
50950.00;1.13;-0.16;-0.00;Positive
51000.00;1.08;-0.09;0.08;Positive
51050.00;0.83;-0.09;0.25;Positive
51100.00;0.45;-0.08;0.48;Positive
51150.00;-0.20;-0.21;0.69;Positive
51200.00;-0.55;-0.17;0.87;Positive
51250.00;-1.03;-0.17;1.15;Positive
51300.00;-0.67;-0.15;0.98;Positive
51350.00;-0.26;-0.19;0.83;Positive
51400.00;-0.33;-0.16;0.86;Positive
51450.00;-0.48;-0.15;0.91;Positive
51500.00;-0.44;-0.14;0.89;Positive
51550.00;-0.38;-0.16;0.90;Positive
51600.00;-0.44;-0.17;0.93;Positive
51650.00;-0.46;-0.18;0.93;Positive
51700.00;-0.42;-0.16;0.91;Positive
51750.00;-0.42;-0.15;0.90;Positive
51800.00;-0.45;-0.17;0.89;Positive
51850.00;-0.47;-0.15;0.93;Positive
51900.00;-0.48;-0.15;0.98;Positive
51950.00;-0.61;-0.17;1.05;Positive
52000.00;-0.60;-0.16;1.16;Positive
52050.00;-0.44;-0.28;1.67;Positive
52100.00;-0.10;-0.10;0.12;Positive
52150.00;1.31;0.14;-0.70;Positive
52200.00;2.00;-0.17;-0.97;Positive
52250.00;0.17;0.29;0.23;Positive
52300.00;0.88;-0.07;0.01;Positive
52350.00;1.35;-0.13;-0.15;Positive
52400.00;1.14;-0.05;-0.01;Positive
52450.00;0.82;-0.04;0.25;Positive
52500.00;0.62;-0.07;0.46;Positive
52550.00;0.27;-0.16;0.67;Positive
52600.00;-0.14;-0.17;0.69;Positive
52650.00;-0.95;-0.19;0.92;Positive
52700.00;-1.11;-0.06;1.14;Positive
52750.00;-0.66;-0.10;0.94;Positive
52800.00;-0.35;-0.17;0.79;Positive
52850.00;-0.51;-0.10;0.87;Positive
52900.00;-0.53;-0.10;0.86;Positive
52950.00;-0.48;-0.11;0.87;Positive
53000.00;-0.49;-0.11;0.88;Positive
53050.00;-0.52;-0.12;0.90;Positive
53100.00;-0.59;-0.11;0.96;Positive
53150.00;-0.65;-0.12;1.00;Positive
53200.00;-0.55;-0.13;1.08;Positive
53250.00;-0.36;-0.14;0.95;Positive
53300.00;-0.06;-0.16;0.43;Positive
53350.00;0.73;-0.01;-0.15;Positive
53400.00;1.49;-0.11;-0.46;Positive
53450.00;1.41;-0.16;-0.25;Positive
53500.00;0.58;0.01;0.13;Positive
53550.00;1.15;-0.11;-0.09;Positive
53600.00;1.12;-0.11;-0.07;Positive
53650.00;1.11;-0.11;0.05;Positive
53700.00;1.12;-0.12;0.05;Positive
53750.00;0.73;-0.00;0.28;Positive
53800.00;0.30;-0.10;0.47;Positive
53850.00;-0.43;-0.22;0.71;Positive
53900.00;-0.98;-0.09;0.93;Positive
53950.00;-1.08;-0.10;1.12;Positive
54000.00;-0.52;-0.16;0.87;Positive
54050.00;-0.29;-0.13;0.82;Positive
54100.00;-0.47;-0.13;0.89;Positive
54150.00;-0.54;-0.15;0.89;Positive
54200.00;-0.44;-0.14;0.88;Positive
54250.00;-0.48;-0.14;0.88;Positive
54300.00;-0.51;-0.16;0.91;Positive
54350.00;-0.48;-0.15;0.88;Positive
54400.00;-0.51;-0.12;0.91;Positive
54450.00;-0.60;-0.13;0.98;Positive
54500.00;-0.85;-0.13;1.17;Positive
54550.00;-0.59;-0.20;0.94;Positive
54600.00;-0.24;-0.19;0.41;Positive
54650.00;0.37;-0.03;-0.60;Positive
54700.00;2.00;-0.44;-1.20;Positive
54750.00;0.67;0.21;0.03;Positive
54800.00;0.66;-0.18;-0.04;Positive
54850.00;1.40;-0.17;-0.30;Positive
54900.00;1.08;-0.10;-0.05;Positive
54950.00;0.95;-0.10;0.19;Positive
55000.00;0.79;-0.10;0.22;Positive
55050.00;0.07;-0.15;0.70;Positive
55100.00;-0.76;-0.16;0.80;Positive
55150.00;-1.10;-0.02;1.15;Positive
55200.00;-0.87;-0.07;1.02;Positive
55250.00;-0.34;-0.17;0.84;Positive
55300.00;-0.35;-0.14;0.88;Positive
55350.00;-0.50;-0.10;0.91;Positive
55400.00;-0.47;-0.12;0.88;Positive
55450.00;-0.41;-0.13;0.88;Positive
55500.00;-0.49;-0.11;0.89;Positive
55550.00;-0.49;-0.14;0.91;Positive
55600.00;-0.48;-0.12;0.90;Positive
55650.00;-0.46;-0.14;0.87;Positive
55700.00;-0.49;-0.12;0.90;Positive
55750.00;-0.66;-0.10;1.02;Positive
55800.00;-0.52;-0.10;1.02;Positive
55850.00;-0.39;-0.13;0.96;Positive
55900.00;-0.21;-0.13;0.92;Positive
55950.00;0.26;-0.11;0.40;Positive
56000.00;0.85;-0.08;0.09;Positive
56050.00;1.60;-0.22;-0.35;Positive
56100.00;1.04;-0.03;-0.06;Positive
56150.00;0.82;-0.09;0.15;Positive
56200.00;1.25;-0.18;-0.03;Positive
56250.00;1.10;-0.14;0.12;Positive
56300.00;0.94;-0.13;0.26;Positive
56350.00;0.61;-0.06;0.25;Positive
56400.00;-0.28;-0.19;0.38;Positive
56450.00;-1.43;0.02;0.49;Positive
56500.00;-1.12;-0.02;1.09;Positive
56550.00;-0.61;-0.11;0.86;Positive
56600.00;-0.40;-0.13;0.79;Positive
56650.00;-0.54;-0.07;0.91;Positive
56700.00;-0.51;-0.09;0.86;Positive
56750.00;-0.50;-0.08;0.86;Positive
56800.00;-0.53;-0.08;0.87;Positive
56850.00;-0.53;-0.10;0.88;Positive
56900.00;-0.51;-0.10;0.89;Positive
56950.00;-0.52;-0.10;0.88;Positive
57000.00;-0.52;-0.07;0.88;Positive
57050.00;-0.62;-0.07;0.93;Positive
57100.00;-0.77;-0.04;1.13;Positive
57150.00;-0.58;-0.11;0.99;Positive
57200.00;-0.32;-0.09;0.95;Positive
57250.00;-0.42;-0.05;0.54;Positive
57300.00;0.76;-0.06;-1.06;Positive
57350.00;2.00;-0.46;-1.32;Positive
57400.00;0.36;0.18;0.17;Positive
57450.00;1.01;-0.26;-0.16;Positive
57500.00;1.18;-0.22;-0.16;Positive
57550.00;1.03;-0.15;-0.05;Positive
57600.00;1.05;-0.17;0.09;Positive
57650.00;0.88;-0.11;0.21;Positive
57700.00;0.47;-0.10;0.40;Positive
57750.00;-0.14;-0.11;0.60;Positive
57800.00;-0.92;-0.22;0.86;Positive
57850.00;-1.24;-0.09;1.14;Positive
57900.00;-0.72;-0.10;0.93;Positive
57950.00;-0.30;-0.21;0.76;Positive
58000.00;-0.43;-0.13;0.87;Positive
58050.00;-0.57;-0.15;0.87;Positive
58100.00;-0.51;-0.13;0.85;Positive
58150.00;-0.51;-0.14;0.86;Positive
58200.00;-0.52;-0.12;0.89;Positive
58250.00;-0.50;-0.13;0.86;Positive
58300.00;-0.49;-0.14;0.87;Positive
58350.00;-0.54;-0.13;0.89;Positive
58400.00;-0.57;-0.12;0.92;Positive
58450.00;-0.73;-0.12;1.03;Positive
58500.00;-0.70;-0.16;1.16;Positive
58550.00;-0.71;-0.13;0.73;Positive
58600.00;-0.06;-0.01;-0.65;Positive
58650.00;1.98;-0.25;-1.27;Positive
58700.00;1.37;0.16;0.12;Positive
58750.00;0.14;-0.17;0.18;Positive
58800.00;1.51;-0.08;-0.32;Positive
58850.00;0.90;-0.06;-0.02;Positive
58900.00;1.04;-0.13;-0.02;Positive
58950.00;1.20;-0.10;-0.02;Positive
59000.00;1.02;-0.10;0.13;Positive
59050.00;0.81;-0.07;0.13;Positive
59100.00;0.03;-0.11;0.35;Positive
59150.00;-0.76;-0.07;0.74;Positive
59200.00;-1.41;-0.09;1.20;Positive
59250.00;-0.78;-0.08;0.95;Positive
59300.00;-0.27;-0.14;0.78;Positive
59350.00;-0.44;-0.08;0.86;Positive
59400.00;-0.58;-0.09;0.87;Positive
59450.00;-0.49;-0.10;0.86;Positive
59500.00;-0.50;-0.10;0.86;Positive
59550.00;-0.54;-0.11;0.91;Positive
59600.00;-0.48;-0.11;0.88;Positive
59650.00;-0.52;-0.08;0.88;Positive
59700.00;-0.49;-0.08;0.86;Positive
59750.00;-0.51;-0.09;0.87;Positive
59800.00;-0.51;-0.09;0.90;Positive
59850.00;-0.58;-0.09;0.94;Positive
59900.00;-0.66;-0.05;1.05;Positive
59950.00;-0.54;-0.12;1.02;Positive
60000.00;-0.35;-0.09;0.98;Positive
60050.00;-0.01;-0.06;0.62;Positive
60100.00;0.44;-0.06;-0.03;Positive
60150.00;1.41;-0.21;-0.42;Positive
60200.00;1.38;-0.22;-0.35;Positive
60250.00;0.64;-0.03;0.03;Positive
60300.00;1.22;-0.16;-0.21;Positive
60350.00;0.92;-0.09;0.03;Positive
60400.00;1.05;-0.16;-0.03;Positive
60450.00;1.13;-0.12;-0.10;Positive
60500.00;1.06;-0.09;0.06;Positive
60550.00;0.92;-0.05;0.24;Positive
60600.00;0.84;-0.05;0.33;Positive
60650.00;0.33;-0.14;0.31;Positive
60700.00;-0.72;-0.17;0.12;Positive
60750.00;-1.45;-0.27;1.10;Positive
60800.00;-1.01;-0.21;1.06;Positive
60850.00;-0.31;-0.26;0.80;Positive
60900.00;-0.29;-0.22;0.79;Positive
60950.00;-0.54;-0.16;0.90;Positive
61000.00;-0.50;-0.17;0.87;Positive
61050.00;-0.41;-0.19;0.86;Positive
61100.00;-0.48;-0.20;0.93;Positive
61150.00;-0.49;-0.18;0.89;Positive
