T;Ax;Ay;Az;CLASS
228850.00;0.33;-0.08;0.94;Negative
228900.00;0.28;-0.04;1.02;Negative
228950.00;0.27;-0.01;0.96;Negative
229000.00;0.29;0.05;0.95;Negative
229050.00;0.25;0.02;0.94;Negative
229100.00;0.24;0.08;0.82;Negative
229150.00;0.00;0.38;0.81;Negative
229200.00;-0.31;0.42;1.01;Negative
229250.00;-0.18;0.64;0.68;Negative
229300.00;-0.29;0.61;0.67;Negative
229350.00;-0.23;0.64;0.70;Negative
229400.00;-0.22;0.71;0.64;Negative
229450.00;-0.23;0.76;0.64;Negative
229500.00;-0.16;0.79;0.73;Negative
229550.00;-0.20;0.60;0.95;Negative
229600.00;-0.11;0.64;0.92;Negative
229650.00;-0.15;0.48;0.65;Negative
229700.00;-0.22;0.55;0.82;Negative
229750.00;-0.21;0.55;0.87;Negative
229800.00;-0.16;0.42;0.79;Negative
229850.00;-0.15;0.60;0.81;Negative
229900.00;-0.23;0.61;0.74;Negative
229950.00;-0.19;0.59;0.77;Negative
230000.00;-0.19;0.56;0.84;Negative
230050.00;0.06;0.77;0.91;Negative
230100.00;-0.16;0.54;0.81;Negative
230150.00;-0.15;0.51;0.87;Negative
230200.00;-0.09;0.49;0.85;Negative
230250.00;-0.01;0.54;0.89;Negative
230300.00;0.03;0.54;0.88;Negative
230350.00;0.04;0.52;0.86;Negative
230400.00;0.12;0.56;0.84;Negative
230450.00;0.19;0.50;0.82;Negative
230500.00;0.23;0.54;0.74;Negative
230550.00;0.33;0.55;0.87;Negative
230600.00;0.47;0.51;0.70;Negative
230650.00;0.62;0.48;0.64;Negative
230700.00;0.58;0.48;0.68;Negative
230750.00;0.59;0.48;0.67;Negative
230800.00;0.61;0.50;0.68;Negative
230850.00;0.57;0.49;0.68;Negative
230900.00;0.51;0.48;0.68;Negative
230950.00;0.41;0.51;0.68;Negative
231000.00;0.28;0.52;0.78;Negative
231050.00;0.18;0.53;0.83;Negative
231100.00;0.16;0.57;0.83;Negative
231150.00;0.06;0.59;0.84;Negative
231200.00;-0.02;0.58;0.78;Negative
231250.00;-0.14;0.60;0.82;Negative
231300.00;-0.20;0.57;0.79;Negative
231350.00;-0.28;0.57;0.74;Negative
231400.00;-0.29;0.61;0.79;Negative
231450.00;-0.35;0.60;0.80;Negative
231500.00;-0.32;0.56;0.78;Negative
231550.00;-0.35;0.56;0.80;Negative
231600.00;-0.31;0.54;0.78;Negative
231650.00;-0.32;0.53;0.84;Negative
231700.00;-0.31;0.54;0.80;Negative
231750.00;-0.32;0.55;0.84;Negative
231800.00;-0.27;0.53;0.81;Negative
231850.00;-0.21;0.52;0.80;Negative
231900.00;-0.25;0.51;0.83;Negative
231950.00;-0.24;0.53;0.85;Negative
232000.00;-0.27;0.54;0.87;Negative
232050.00;-0.21;0.58;0.82;Negative
232100.00;-0.20;0.53;0.77;Negative
232150.00;-0.22;0.50;1.07;Negative
232200.00;-0.22;0.54;0.82;Negative
232250.00;-0.20;0.56;0.85;Negative
232300.00;-0.21;0.53;0.82;Negative
232350.00;-0.22;0.52;0.86;Negative
232400.00;-0.23;0.51;0.81;Negative
232450.00;-0.25;0.51;0.84;Negative
232500.00;-0.21;0.51;0.84;Negative
232550.00;-0.21;0.51;0.86;Negative
232600.00;-0.23;0.52;0.84;Negative
232650.00;-0.27;0.50;0.85;Negative
232700.00;-0.23;0.53;0.88;Negative
232750.00;-0.16;0.54;0.86;Negative
232800.00;-0.17;0.51;0.89;Negative
232850.00;-0.13;0.46;0.81;Negative
232900.00;-0.16;0.48;0.88;Negative
232950.00;-0.14;0.48;0.80;Negative
233000.00;-0.22;0.32;0.70;Negative
233050.00;-0.59;0.15;0.60;Negative
233100.00;-1.00;0.28;0.88;Negative
233150.00;-0.94;0.35;0.66;Negative
233200.00;-0.80;0.40;0.61;Negative
233250.00;-0.73;0.28;0.55;Negative
233300.00;-0.76;0.26;0.58;Negative
233350.00;-0.75;0.25;0.70;Negative
233400.00;-0.73;0.25;0.81;Negative
233450.00;-0.65;0.19;0.97;Negative
233500.00;-0.47;0.09;0.95;Negative
233550.00;-0.09;0.06;0.92;Negative
233600.00;0.39;0.32;0.66;Negative
233650.00;0.49;0.24;0.90;Negative
233700.00;0.70;0.32;0.86;Negative
233750.00;0.50;0.24;0.73;Negative
233800.00;0.58;0.17;0.88;Negative
233850.00;0.64;0.08;0.80;Negative
233900.00;0.55;0.15;0.71;Negative
233950.00;0.65;0.34;0.58;Negative
234000.00;0.90;0.49;0.56;Negative
234050.00;0.68;0.24;0.67;Negative
234100.00;0.58;0.22;0.68;Negative
234150.00;0.37;0.36;0.73;Negative
234200.00;0.09;0.30;0.73;Negative
234250.00;-0.10;0.23;0.83;Negative
234300.00;-0.43;0.16;0.47;Negative
234350.00;-1.19;0.44;0.65;Negative
234400.00;-0.93;0.14;0.20;Negative
234450.00;-1.32;0.38;-0.21;Negative
234500.00;-1.24;0.09;-0.06;Negative
234550.00;-1.01;0.06;0.05;Negative
234600.00;-1.31;0.25;0.22;Negative
234650.00;-1.07;0.28;0.17;Negative
234700.00;-1.04;0.21;0.51;Negative
234750.00;-0.64;0.28;0.56;Negative
234800.00;-0.53;0.26;0.52;Negative
234850.00;-0.34;0.21;0.69;Negative
234900.00;0.02;0.31;0.66;Negative
234950.00;0.10;0.19;0.90;Negative
235000.00;0.95;0.45;0.56;Negative
235050.00;0.59;0.43;0.75;Negative
235100.00;0.60;0.48;0.83;Negative
235150.00;0.60;0.44;0.89;Negative
235200.00;0.52;0.35;0.73;Negative
235250.00;0.50;0.47;0.75;Negative
235300.00;0.48;0.41;0.74;Negative
235350.00;0.49;0.31;0.68;Negative
235400.00;0.50;0.42;0.72;Negative
235450.00;0.42;0.41;0.83;Negative
235500.00;0.33;0.51;0.74;Negative
235550.00;-0.01;0.64;0.90;Negative
235600.00;-0.43;0.56;1.13;Negative
235650.00;-0.68;0.56;0.82;Negative
235700.00;-0.21;0.13;0.76;Negative
235750.00;-0.43;-0.10;0.36;Negative
235800.00;-0.84;-0.26;0.61;Negative
235850.00;-0.57;-0.45;0.73;Negative
235900.00;-0.60;-0.57;0.75;Negative
235950.00;-0.63;-0.58;0.70;Negative
236000.00;-0.68;-0.77;0.87;Negative
236050.00;-0.29;-0.39;0.72;Negative
236100.00;-0.31;-0.18;0.66;Negative
236150.00;-0.41;0.22;0.62;Negative
236200.00;-0.43;0.26;0.31;Negative
236250.00;-0.31;0.39;0.39;Negative
236300.00;-1.75;2.00;1.05;Negative
236350.00;-0.66;1.21;0.29;Negative
236400.00;-0.44;1.06;0.39;Negative
236450.00;-0.42;0.90;0.37;Negative
236500.00;-0.48;0.68;0.34;Negative
236550.00;-0.51;0.67;0.44;Negative
236600.00;-0.54;0.64;0.45;Negative
236650.00;-0.51;0.64;0.66;Negative
236700.00;-0.54;0.62;0.63;Negative
236750.00;-0.55;0.43;0.82;Negative
236800.00;-0.48;0.27;0.82;Negative
236850.00;-0.45;0.26;0.84;Negative
236900.00;-0.44;0.35;0.83;Negative
236950.00;-0.41;0.42;0.82;Negative
237000.00;-0.45;0.41;0.83;Negative
237050.00;-0.46;0.23;0.75;Negative
237100.00;-0.35;0.46;0.84;Negative
237150.00;-0.45;0.37;0.87;Negative
237200.00;-0.44;0.42;0.84;Negative
237250.00;-0.36;0.50;0.79;Negative
237300.00;-0.27;0.58;0.82;Negative
237350.00;-0.34;0.51;0.82;Negative
237400.00;-0.37;0.50;0.81;Negative
237450.00;-0.36;0.49;0.78;Negative
237500.00;-0.40;0.47;0.82;Negative
237550.00;-0.41;0.50;0.81;Negative
237600.00;-0.38;0.53;0.80;Negative
237650.00;-0.38;0.52;0.77;Negative
237700.00;-0.38;0.52;0.78;Negative
237750.00;-0.39;0.51;0.80;Negative
237800.00;-0.40;0.52;0.79;Negative
237850.00;-0.40;0.50;0.79;Negative
237900.00;-0.40;0.50;0.80;Negative
237950.00;-0.40;0.49;0.79;Negative
238000.00;-0.40;0.49;0.78;Negative
238050.00;-0.40;0.50;0.79;Negative
238100.00;-0.41;0.48;0.78;Negative
238150.00;-0.39;0.53;0.82;Negative
238200.00;-0.41;0.67;0.91;Negative
238250.00;-0.51;0.65;1.26;Negative
238300.00;-0.64;-0.21;1.11;Negative
238350.00;-0.23;-0.27;0.50;Negative
238400.00;-0.82;-0.44;0.01;Negative
238450.00;-0.75;-0.49;-0.05;Negative
238500.00;-0.81;-0.69;-0.32;Negative
238550.00;-0.87;-0.73;0.24;Negative
238600.00;-0.82;-0.65;0.30;Negative
238650.00;-0.80;-0.56;0.15;Negative
238700.00;-0.76;-0.55;0.26;Negative
238750.00;-0.69;-0.64;0.27;Negative
238800.00;-0.75;-0.61;0.28;Negative
238850.00;-0.68;-0.50;0.44;Negative
238900.00;-0.54;-0.38;0.53;Negative
238950.00;-0.61;0.21;0.96;Negative
239000.00;-0.54;0.25;1.09;Negative
239050.00;-0.03;0.45;1.03;Negative
239100.00;0.15;0.43;0.74;Negative
239150.00;-0.03;0.58;0.81;Negative
239200.00;0.04;0.58;0.84;Negative
239250.00;0.02;0.54;0.93;Negative
239300.00;-0.05;0.50;0.84;Negative
239350.00;-0.04;0.48;0.85;Negative
239400.00;-0.02;0.49;0.85;Negative
239450.00;-0.03;0.49;0.91;Negative
239500.00;0.00;0.51;0.92;Negative
239550.00;-0.01;0.51;0.91;Negative
239600.00;-0.07;0.50;0.98;Negative
239650.00;-0.06;0.55;0.94;Negative
239700.00;-0.15;0.61;0.81;Negative
239750.00;-0.03;0.46;0.67;Negative
239800.00;-0.06;0.45;0.82;Negative
239850.00;-0.08;0.47;0.95;Negative
239900.00;-0.10;0.39;1.08;Negative
239950.00;0.09;0.64;0.71;Negative
240000.00;0.00;0.52;0.80;Negative
240050.00;-0.14;0.51;0.83;Negative
240100.00;-0.14;0.62;0.77;Negative
240150.00;-0.22;0.61;0.80;Negative
240200.00;-0.30;0.66;0.79;Negative
240250.00;-0.27;0.66;0.94;Negative
240300.00;-0.22;0.61;0.82;Negative
240350.00;-0.13;0.64;0.85;Negative
240400.00;-0.06;0.57;0.81;Negative
240450.00;-0.04;0.56;0.78;Negative
240500.00;-0.11;0.59;0.72;Negative
240550.00;-0.21;0.64;0.74;Negative
240600.00;-0.15;0.52;0.84;Negative
240650.00;-0.13;0.53;0.90;Negative
240700.00;-0.07;0.52;0.91;Negative
240750.00;0.11;0.59;0.78;Negative
240800.00;0.02;0.47;0.88;Negative
240850.00;-0.04;0.75;0.85;Negative
240900.00;-0.02;0.54;0.83;Negative
240950.00;0.08;0.68;0.70;Negative
241000.00;-0.13;0.42;0.82;Negative
241050.00;0.13;0.58;0.69;Negative
241100.00;-0.01;0.53;0.63;Negative
241150.00;0.22;0.59;0.97;Negative
241200.00;0.10;0.59;0.75;Negative
241250.00;-0.01;0.47;0.88;Negative
241300.00;-0.32;0.70;2.00;Negative
241350.00;0.06;0.56;0.80;Negative
241400.00;-0.34;0.75;2.00;Negative
241450.00;0.10;0.59;0.75;Negative
241500.00;0.01;0.51;0.86;Negative
241550.00;0.03;0.51;0.87;Negative
241600.00;0.01;0.54;0.86;Negative
241650.00;0.02;0.53;0.85;Negative
241700.00;-0.01;0.56;0.78;Negative
241750.00;0.03;0.56;0.79;Negative
241800.00;0.03;0.53;0.82;Negative
241850.00;-0.00;0.48;0.91;Negative
241900.00;0.04;0.48;0.92;Negative
241950.00;0.01;0.48;0.83;Negative
242000.00;0.04;0.47;0.88;Negative
242050.00;0.02;0.49;0.94;Negative
242100.00;0.05;0.52;0.83;Negative
242150.00;0.03;0.43;0.86;Negative
242200.00;-0.05;0.37;1.12;Negative
242250.00;-0.01;0.39;0.95;Negative
242300.00;-0.07;0.21;1.18;Negative
242350.00;0.11;0.26;0.73;Negative
242400.00;0.13;0.36;0.91;Negative
242450.00;0.44;0.60;0.66;Negative
242500.00;0.60;0.42;0.71;Negative
242550.00;0.71;0.39;0.76;Negative
242600.00;0.47;0.32;0.61;Negative
242650.00;0.70;0.51;0.69;Negative
242700.00;0.64;0.33;0.64;Negative
242750.00;0.77;0.43;0.52;Negative
242800.00;0.69;0.42;0.55;Negative
242850.00;0.62;0.45;0.64;Negative
242900.00;0.54;0.32;0.62;Negative
242950.00;0.38;0.29;0.79;Negative
243000.00;0.09;0.29;0.88;Negative
243050.00;-0.27;0.22;0.87;Negative
243100.00;-0.47;0.47;1.07;Negative
243150.00;-0.43;0.68;0.85;Negative
243200.00;-0.28;0.59;0.73;Negative
243250.00;-0.31;0.58;0.81;Negative
243300.00;-0.33;0.56;0.83;Negative
243350.00;-0.34;0.55;0.76;Negative
243400.00;-0.43;0.54;0.81;Negative
243450.00;-0.40;0.55;0.74;Negative
243500.00;-0.40;0.62;0.69;Negative
243550.00;-0.35;0.57;0.71;Negative
243600.00;-0.36;0.56;0.72;Negative
243650.00;-0.40;0.57;0.76;Negative
243700.00;-0.38;0.56;0.75;Negative
243750.00;-0.38;0.54;0.74;Negative
243800.00;-0.43;0.47;0.79;Negative
243850.00;-0.38;0.58;0.76;Negative
243900.00;-0.38;0.64;0.73;Negative
243950.00;-0.41;0.53;0.74;Negative
244000.00;-0.38;0.57;0.71;Negative
244050.00;-0.41;0.56;0.77;Negative
244100.00;-0.44;0.58;0.73;Negative
244150.00;-0.42;0.56;0.76;Negative
244200.00;-0.40;0.55;0.73;Negative
244250.00;-0.38;0.57;0.71;Negative
244300.00;-0.41;0.58;0.74;Negative
244350.00;-0.43;0.52;0.71;Negative
244400.00;-0.43;0.52;0.75;Negative
244450.00;-0.37;0.42;0.81;Negative
244500.00;-0.29;0.46;0.79;Negative
244550.00;-0.42;0.45;0.80;Negative
244600.00;-0.47;0.66;0.85;Negative
244650.00;-0.44;0.50;0.86;Negative
244700.00;-0.47;0.47;0.71;Negative
244750.00;-0.44;0.45;0.82;Negative
244800.00;-0.41;0.48;0.78;Negative
244850.00;-0.36;0.51;0.78;Negative
244900.00;-0.33;0.51;0.80;Negative
244950.00;-0.32;0.48;0.79;Negative
245000.00;-0.36;0.50;0.87;Negative
245050.00;-0.37;0.48;0.83;Negative
245100.00;-0.31;0.49;0.76;Negative
245150.00;-0.33;0.49;0.81;Negative
245200.00;-0.32;0.49;0.85;Negative
245250.00;-0.34;0.47;0.81;Negative
245300.00;-0.30;0.47;0.82;Negative
245350.00;-0.32;0.49;0.86;Negative
245400.00;-0.33;0.46;0.85;Negative
245450.00;-0.34;0.47;0.81;Negative
245500.00;-0.35;0.49;0.81;Negative
245550.00;-0.32;0.49;0.81;Negative
245600.00;-0.33;0.48;0.86;Negative
245650.00;-0.34;0.47;0.81;Negative
245700.00;-0.29;0.66;0.90;Negative
245750.00;-0.32;0.49;0.81;Negative
245800.00;-0.34;0.49;0.81;Negative
245850.00;-0.32;0.50;0.80;Negative
245900.00;-0.32;0.50;0.84;Negative
245950.00;-0.32;0.48;0.80;Negative
246000.00;-0.30;0.50;0.84;Negative
246050.00;-0.31;0.50;0.84;Negative
246100.00;-0.31;0.50;0.83;Negative
246150.00;-0.32;0.48;0.81;Negative
246200.00;-0.31;0.50;0.85;Negative
246250.00;-0.32;0.48;0.82;Negative
246300.00;-0.34;0.47;0.83;Negative
246350.00;-0.32;0.48;0.84;Negative
246400.00;-0.32;0.48;0.80;Negative
246450.00;-0.36;0.49;0.84;Negative
246500.00;-0.32;0.51;0.81;Negative
246550.00;-0.31;0.51;0.81;Negative
246600.00;-0.27;0.50;0.79;Negative
246650.00;-0.43;0.83;1.20;Negative
246700.00;-0.13;0.75;1.33;Negative
246750.00;-0.25;0.17;0.23;Negative
246800.00;0.23;0.32;0.43;Negative
246850.00;0.46;0.58;0.95;Negative
246900.00;0.42;0.57;0.88;Negative
246950.00;0.21;0.50;0.83;Negative
247000.00;0.09;0.51;0.87;Negative
247050.00;0.15;0.49;0.81;Negative
247100.00;0.21;0.52;0.81;Negative
247150.00;0.21;0.44;0.77;Negative
247200.00;0.20;0.52;0.76;Negative
247250.00;0.14;0.50;0.82;Negative
247300.00;-0.19;0.54;0.64;Negative
247350.00;-0.46;0.91;0.84;Negative
247400.00;-0.64;0.55;0.80;Negative
247450.00;-0.72;0.57;0.41;Negative
247500.00;-0.80;0.60;0.42;Negative
247550.00;-0.80;0.64;0.53;Negative
247600.00;-0.62;0.63;0.51;Negative
247650.00;-0.59;0.61;0.48;Negative
247700.00;-0.65;0.61;0.49;Negative
247750.00;-0.65;0.60;0.49;Negative
247800.00;-0.64;0.61;0.49;Negative
247850.00;-0.63;0.59;0.50;Negative
247900.00;-0.64;0.59;0.50;Negative
247950.00;-0.65;0.59;0.50;Negative
248000.00;-0.63;0.61;0.52;Negative
248050.00;-0.62;0.57;0.52;Negative
248100.00;-0.62;0.60;0.57;Negative
248150.00;-0.59;0.57;0.59;Negative
248200.00;-0.60;0.60;0.61;Negative
248250.00;-0.67;0.55;0.70;Negative
248300.00;-0.48;0.49;0.70;Negative
248350.00;-0.29;0.56;0.68;Negative
248400.00;-0.35;0.58;0.76;Negative
248450.00;-0.45;0.50;0.90;Negative
248500.00;-0.33;0.49;0.79;Negative
248550.00;-0.24;0.49;0.78;Negative
248600.00;-0.14;0.44;0.90;Negative
248650.00;-0.18;0.44;0.90;Negative
248700.00;-0.10;0.47;0.81;Negative
248750.00;-0.01;0.43;0.92;Negative
248800.00;0.01;0.47;0.90;Negative
248850.00;0.04;0.38;0.85;Negative
248900.00;0.01;0.40;0.94;Negative
248950.00;-0.01;0.40;0.91;Negative
249000.00;0.02;0.42;0.93;Negative
249050.00;-0.02;0.37;0.97;Negative
249100.00;-0.02;0.34;0.92;Negative
249150.00;-0.07;0.30;0.94;Negative
249200.00;-0.07;0.35;0.94;Negative
249250.00;-0.05;0.37;0.92;Negative
249300.00;-0.08;0.40;0.82;Negative
249350.00;-0.17;0.43;0.81;Negative
249400.00;-0.36;0.28;1.10;Negative
249450.00;-0.38;0.27;1.12;Negative
249500.00;-0.46;0.38;0.83;Negative
249550.00;-0.46;0.43;0.84;Negative
249600.00;-0.38;0.30;0.89;Negative
249650.00;-0.28;0.36;0.88;Negative
249700.00;-0.37;0.36;0.92;Negative
249750.00;-0.43;0.40;0.87;Negative
249800.00;-0.42;0.35;0.74;Negative
249850.00;-0.43;0.36;0.88;Negative
249900.00;-0.43;0.35;0.84;Negative
249950.00;-0.44;0.34;0.80;Negative
250000.00;-0.61;0.37;0.94;Negative
250050.00;-0.56;0.49;0.84;Negative
250100.00;-0.72;0.43;0.68;Negative
250150.00;-0.55;0.39;0.30;Negative
250200.00;-0.79;0.38;0.32;Negative
250250.00;-0.93;0.40;0.23;Negative
250300.00;-1.03;0.37;0.20;Negative
250350.00;-1.02;0.41;0.32;Negative
250400.00;-0.85;0.42;0.28;Negative
250450.00;-0.83;0.38;0.33;Negative
250500.00;-0.98;0.60;0.66;Negative
250550.00;-1.04;0.56;1.28;Negative
250600.00;-0.79;0.21;0.37;Negative
250650.00;0.05;0.08;0.62;Negative
250700.00;0.57;0.19;0.70;Negative
250750.00;0.54;0.38;0.78;Negative
250800.00;0.40;0.15;0.78;Negative
250850.00;0.40;0.13;1.11;Negative
250900.00;0.42;0.25;1.04;Negative
250950.00;0.57;0.20;0.24;Negative
251000.00;0.98;0.27;-0.04;Negative
251050.00;1.02;0.29;0.45;Negative
251100.00;0.98;0.30;0.34;Negative
251150.00;0.86;0.19;0.35;Negative
251200.00;0.84;0.25;0.46;Negative
251250.00;0.89;0.26;0.41;Negative
251300.00;0.87;0.34;0.55;Negative
251350.00;0.70;0.34;0.55;Negative
251400.00;0.44;0.14;0.75;Negative
251450.00;0.38;0.23;0.97;Negative
251500.00;0.42;0.42;1.01;Negative
251550.00;0.38;0.41;0.85;Negative
251600.00;0.32;0.39;0.76;Negative
251650.00;0.27;0.40;0.85;Negative
251700.00;0.14;0.25;0.71;Negative
251750.00;-0.10;0.35;0.94;Negative
251800.00;-0.27;0.42;0.94;Negative
251850.00;-0.44;0.43;0.99;Negative
251900.00;-0.61;0.66;0.74;Negative
251950.00;-0.49;0.48;0.73;Negative
252000.00;-0.54;0.45;0.74;Negative
252050.00;-0.52;0.46;0.74;Negative
252100.00;-0.53;0.41;0.72;Negative
252150.00;-0.58;0.37;0.69;Negative
252200.00;-0.68;0.33;0.71;Negative
252250.00;-0.63;0.39;0.66;Negative
252300.00;-0.62;0.40;0.71;Negative
252350.00;-0.56;0.40;0.72;Negative
252400.00;-0.64;0.39;0.71;Negative
252450.00;-0.64;0.42;0.70;Negative
252500.00;-0.63;0.40;0.67;Negative
252550.00;-0.63;0.41;0.67;Negative
252600.00;-0.64;0.41;0.69;Negative
252650.00;-0.63;0.41;0.68;Negative
252700.00;-0.62;0.40;0.67;Negative
252750.00;-0.62;0.40;0.69;Negative
252800.00;-0.60;0.42;0.67;Negative
252850.00;-0.63;0.41;0.60;Negative
252900.00;-0.86;0.39;0.94;Negative
252950.00;-0.78;0.57;0.60;Negative
253000.00;-0.64;0.13;0.41;Negative
253050.00;-1.04;0.07;-0.06;Negative
253100.00;-1.05;0.11;0.05;Negative
253150.00;-0.95;0.16;0.22;Negative
253200.00;-0.93;0.23;0.35;Negative
253250.00;-0.92;0.26;0.42;Negative
253300.00;-0.85;0.26;0.42;Negative
253350.00;-0.87;0.29;0.48;Negative
253400.00;-0.97;0.27;0.54;Negative
253450.00;-0.82;0.19;0.43;Negative
253500.00;-0.96;0.27;0.22;Negative
253550.00;-1.00;0.25;0.52;Negative
253600.00;-0.85;-0.03;0.34;Negative
253650.00;-0.97;-0.07;0.01;Negative
253700.00;-0.97;-0.02;0.11;Negative
253750.00;-0.99;-0.07;0.09;Negative
253800.00;-1.01;-0.05;0.11;Negative
253850.00;-1.00;-0.01;0.21;Negative
253900.00;-1.01;0.01;0.24;Negative
253950.00;-1.09;0.07;0.32;Negative
254000.00;-0.91;0.04;0.10;Negative
254050.00;-0.96;-0.05;-0.25;Negative
254100.00;-0.96;-0.10;-0.19;Negative
254150.00;-1.00;-0.13;-0.10;Negative
254200.00;-1.03;-0.03;0.24;Negative
254250.00;-0.66;0.33;0.20;Negative
254300.00;-0.85;0.21;0.58;Negative
254350.00;-0.85;0.26;0.57;Negative
254400.00;-0.82;0.19;0.47;Negative
254450.00;-0.93;0.12;0.38;Negative
254500.00;-0.94;0.10;0.39;Negative
254550.00;-0.91;0.13;0.41;Negative
254600.00;-0.88;0.13;0.44;Negative
254650.00;-0.87;0.18;0.56;Negative
254700.00;-0.80;0.18;0.60;Negative
254750.00;-0.79;0.19;0.62;Negative
254800.00;-0.74;0.21;0.67;Negative
254850.00;-0.71;0.24;0.70;Negative
254900.00;-0.69;0.26;0.70;Negative
254950.00;-0.58;0.35;0.73;Negative
255000.00;-0.40;0.46;0.77;Negative
255050.00;-0.61;0.53;0.91;Negative
255100.00;0.27;1.19;0.72;Negative
255150.00;0.06;0.58;0.84;Negative
255200.00;0.12;0.67;0.78;Negative
255250.00;0.05;0.55;0.78;Negative
255300.00;-0.03;0.57;0.89;Negative
255350.00;-0.05;0.55;0.88;Negative
255400.00;-0.14;0.57;1.03;Negative
255450.00;-0.17;0.44;1.32;Negative
255500.00;0.16;0.32;0.75;Negative
255550.00;0.04;0.61;0.49;Negative
255600.00;0.79;0.69;-1.64;Negative
255650.00;0.79;0.53;0.04;Negative
255700.00;0.95;0.67;0.10;Negative
255750.00;0.79;0.61;0.16;Negative
255800.00;0.73;0.57;0.07;Negative
255850.00;0.75;0.56;0.07;Negative
255900.00;0.79;0.63;0.10;Negative
255950.00;0.80;0.63;0.13;Negative
256000.00;0.80;0.63;0.10;Negative
256050.00;0.75;0.60;0.17;Negative
256100.00;0.74;0.62;0.22;Negative
256150.00;0.79;0.73;0.09;Negative
256200.00;0.70;0.65;0.24;Negative
256250.00;0.60;0.54;0.20;Negative
256300.00;0.38;0.49;0.37;Negative
256350.00;0.01;0.67;1.11;Negative
256400.00;0.11;0.92;0.96;Negative
256450.00;0.05;0.56;0.70;Negative
256500.00;0.06;0.59;0.76;Negative
256550.00;0.04;0.66;0.82;Negative
256600.00;0.07;0.66;0.79;Negative
256650.00;0.05;0.63;0.80;Negative
256700.00;0.04;0.61;0.78;Negative
256750.00;0.02;0.61;0.74;Negative
256800.00;0.07;0.71;0.81;Negative
256850.00;0.13;0.86;0.79;Negative
256900.00;-0.07;0.55;0.63;Negative
256950.00;-0.24;0.52;-0.90;Negative
257000.00;-0.64;0.40;0.90;Negative
257050.00;-0.70;0.35;0.68;Negative
257100.00;-0.67;0.30;0.70;Negative
257150.00;-0.72;0.32;0.63;Negative
257200.00;-0.69;0.35;0.68;Negative
257250.00;-0.65;0.35;0.72;Negative
257300.00;-0.69;0.32;0.70;Negative
257350.00;-0.68;0.32;0.67;Negative
257400.00;-0.74;0.27;0.64;Negative
257450.00;-0.79;0.30;0.75;Negative
257500.00;-0.74;0.30;0.83;Negative
257550.00;-0.63;0.22;0.77;Negative
257600.00;-0.51;0.22;0.81;Negative
257650.00;-0.42;0.24;0.69;Negative
257700.00;-0.53;0.23;0.71;Negative
257750.00;-0.56;0.16;0.86;Negative
257800.00;-0.50;0.12;0.85;Negative
257850.00;-0.46;0.15;0.90;Negative
257900.00;-0.39;0.17;0.90;Negative
257950.00;-0.42;0.16;0.93;Negative
258000.00;-0.41;0.11;0.92;Negative
258050.00;-0.39;0.09;0.89;Negative
258100.00;-0.32;0.11;0.96;Negative
258150.00;-0.34;0.11;0.99;Negative
258200.00;-0.32;0.13;0.90;Negative
258250.00;-0.39;0.05;0.99;Negative
258300.00;-0.44;0.14;0.68;Negative
258350.00;-0.65;0.12;0.53;Negative
258400.00;0.03;1.19;0.60;Negative
258450.00;-0.26;1.33;0.32;Negative
258500.00;-0.33;0.93;0.23;Negative
258550.00;-0.40;0.80;0.33;Negative
258600.00;-0.35;0.86;0.25;Negative
258650.00;-0.33;0.95;0.31;Negative
258700.00;-0.36;0.86;0.29;Negative
258750.00;-0.37;0.88;0.31;Negative
258800.00;-0.37;0.86;0.26;Negative
258850.00;-0.36;0.91;0.31;Negative
258900.00;-0.35;0.90;0.34;Negative
258950.00;-0.31;0.93;0.41;Negative
259000.00;-0.09;1.23;0.64;Negative
259050.00;-0.15;0.77;0.45;Negative
259100.00;-0.50;0.28;0.54;Negative
259150.00;-0.30;0.35;0.84;Negative
259200.00;-0.11;0.49;0.96;Negative
259250.00;-0.18;0.44;0.88;Negative
259300.00;-0.18;0.41;0.90;Negative
259350.00;-0.15;0.46;0.90;Negative
259400.00;-0.23;0.44;0.76;Negative
259450.00;-0.18;0.27;1.15;Negative
259500.00;-0.84;0.01;0.64;Negative
259550.00;-0.72;0.05;0.66;Negative
259600.00;-0.71;0.03;0.64;Negative
259650.00;-0.78;-0.03;0.66;Negative
259700.00;-0.72;-0.04;0.79;Negative
259750.00;-0.74;-0.03;0.73;Negative
259800.00;-0.54;0.02;0.64;Negative
259850.00;-0.81;0.01;0.70;Negative
259900.00;-0.78;0.04;0.71;Negative
259950.00;-0.80;0.03;0.69;Negative
260000.00;-0.69;-0.10;0.78;Negative
260050.00;-0.69;0.04;0.79;Negative
260100.00;-0.62;0.08;0.72;Negative
260150.00;-0.65;-0.00;0.74;Negative
260200.00;-0.63;0.04;0.79;Negative
260250.00;-0.62;0.04;0.93;Negative
260300.00;-0.35;0.38;1.02;Negative
260350.00;-0.24;0.29;0.67;Negative
260400.00;-0.18;0.51;0.82;Negative
260450.00;-0.16;0.59;0.84;Negative
260500.00;-0.18;0.52;0.77;Negative
260550.00;-0.13;0.57;0.85;Negative
260600.00;-0.14;0.60;0.69;Negative
260650.00;-0.07;0.58;1.06;Negative
260700.00;-0.08;0.54;0.89;Negative
260750.00;-0.11;0.53;0.97;Negative
260800.00;-0.08;0.42;0.91;Negative
